customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_130734,Leah,31,F,N,N,2.0,126099.75,2314.0,Core staff,4.0,0.0,26932.93,16466.03,73,662.0,0,0,0
CST_151479,Henry,41,F,N,Y,0.0,87716.46,365242.0,Unknown,2.0,0.0,30143.87,20465.69,54,941.0,0,0,0
CST_146042,Atossa,41,M,Y,Y,0.0,370326.88,2116.0,Sales staff,2.0,0.0,31164.23,46708.96,22,850.0,0,0,0
CST_126556,Harich,40,F,Y,Y,3.0,120429.65,,Managers,5.0,0.0,38261.1,43577.64,79,569.0,1,1,1
CST_153215,Acher,30,F,Y,N,2.0,164368.56,4116.0,Accountants,3.0,0.0,16841.45,20448.25,29,745.0,0,0,0
CST_111319,Hyunjoo Jin,40,M,Y,N,1.0,272608.39,157.0,Security staff,2.0,0.0,27581.95,32466.05,52,654.0,0,0,0
CST_140893,Nate,55,F,N,Y,0.0,220445.34,,Sales staff,2.0,0.0,41508.84,73191.63,65,668.0,0,0,0
CST_152698,McLaughlin,40,F,N,Y,0.0,169451.51,365242.0,Unknown,1.0,0.0,14392.27,45051.71,31,725.0,0,0,0
CST_159609,Roumeliotis,27,M,N,N,0.0,75933.4,590.0,Medicine staff,2.0,0.0,28530.1,16690.28,25,861.0,0,0,0
CST_149188,Oreskovic,29,F,N,Y,0.0,110290.87,365250.0,Unknown,1.0,0.0,11203.25,24222.16,25,877.0,0,0,0
CST_142604,Herbert,23,F,N,Y,0.0,80766.32,4819.0,Laborers,2.0,0.0,11760.88,18970.21,17,850.0,0,0,0
CST_102922,"""Eileen OGrady""",32,M,N,Y,0.0,145995.28,128.0,Laborers,1.0,0.0,28640.84,38922.07,72,844.0,0,0,0
CST_118968,renda Goh,40,F,N,Y,1.0,165829.52,959.0,Unknown,2.0,0.0,65171.18,45605.11,46,732.0,0,0,0
CST_139641,Chuck,44,M,Y,N,0.0,135276.91,661.0,Drivers,1.0,0.0,24421.89,26709.88,42,729.0,0,0,0
CST_140838,Susan,30,F,N,Y,0.0,232275.09,4743.0,Core staff,2.0,0.0,34985.96,26070.65,34,760.0,0,0,0
CST_109540,Casey Sullivan,41,F,N,Y,1.0,263128.01,1627.0,Laborers,2.0,1.0,62980.4,46671.91,43,913.0,0,0,0
CST_146278,Neil,33,M,N,N,1.0,227105.98,1754.0,Security staff,2.0,1.0,31480.18,31755.58,58,750.0,0,0,0
CST_117223,Katharina Bart,39,M,N,Y,2.0,86359.3,1091.0,Unknown,4.0,0.0,23150.27,19368.53,89,669.0,0,0,0
CST_113260,Karen Jacobs,48,F,N,Y,0.0,71703.29,365248.0,Unknown,2.0,0.0,3912.39,17848.3,46,772.0,0,0,0
CST_121180,Aruna Viswanatha,36,F,N,Y,0.0,111547.13,365243.0,Unknown,2.0,0.0,10000.91,28411.75,69,935.0,0,0,0
CST_138976,Jan,41,M,N,Y,0.0,93288.9,813.0,Low-skill Laborers,1.0,0.0,22687.33,11340.77,82,546.0,2,0,1
CST_101359,Andy Bruce,41,F,N,N,0.0,145699.04,1184.0,Sales staff,2.0,0.0,9680.9,30491.89,24,734.0,0,0,0
CST_101495,Alan Wheatley,35,F,N,N,0.0,90998.58,717.0,Cooking staff,2.0,0.0,28963.06,21264.92,79,580.0,1,1,1
CST_119352,Joseph Ax,32,M,Y,Y,0.0,229808.55,1028.0,Laborers,2.0,0.0,49689.46,38218.71,56,762.0,0,0,0
CST_131127,Andrea,23,M,Y,Y,0.0,222752.24,2101.0,Laborers,1.0,0.0,20361.1,61948.96,29,797.0,0,0,0
CST_138239,en,49,F,N,Y,0.0,142986.56,1312.0,Cleaning staff,1.0,0.0,29374.72,36197.11,17,841.0,0,0,0
CST_141381,Herbert,24,F,N,N,1.0,422745.32,362.0,High skill tech staff,3.0,0.0,49697.0,64990.01,29,806.0,0,0,0
CST_121319,Harry Suhartono,29,M,Y,N,0.0,207411.15,5347.0,Laborers,2.0,1.0,34101.51,40104.53,39,747.0,0,0,0
CST_164503,Nam,33,F,N,Y,0.0,167385.94,2978.0,Medicine staff,2.0,1.0,29461.88,24945.11,36,818.0,0,0,0
CST_101473,Stephen Aldred,31,F,N,Y,2.0,74241.14,4082.0,Cooking staff,4.0,0.0,25450.71,27979.68,90,938.0,0,0,0
CST_137283,Christiaan,33,M,Y,N,1.0,222423.99,295.0,Laborers,3.0,1.0,12875.51,26185.42,17,912.0,0,0,0
CST_140906,Lorraine,24,F,N,Y,0.0,149969.06,365246.0,Unknown,1.0,0.0,23265.11,32184.66,46,859.0,0,0,0
CST_113515,Leika Kihara,45,M,Y,Y,1.0,154656.2,2564.0,Laborers,3.0,0.0,16924.12,35677.88,5,776.0,0,0,0
CST_131387,Farah,34,F,N,N,1.0,226467.82,931.0,Realty agents,2.0,0.0,33461.2,39506.16,31,680.0,0,0,0
CST_126027,Kelleher,28,F,N,Y,1.0,101152.73,559.0,Laborers,3.0,0.0,29680.67,19387.55,44,814.0,0,0,0
CST_149397,Peterson,41,F,N,N,0.0,143626.39,125.0,Core staff,1.0,0.0,31760.08,45453.14,20,884.0,0,0,0
CST_106447,Caroline Valetkevitch,34,M,N,N,0.0,378556.25,365241.0,Unknown,2.0,0.0,40580.27,62972.33,5,930.0,0,0,0
CST_126609,Tim Kelly,41,M,Y,N,0.0,177922.4,1427.0,Drivers,2.0,1.0,50287.28,67604.78,61,776.0,0,0,0
CST_145380,Mike,23,M,Y,Y,0.0,367687.65,719.0,Drivers,1.0,1.0,34723.19,101246.99,28,879.0,0,0,0
CST_137342,Neil,50,F,N,Y,0.0,122173.51,365241.0,Unknown,1.0,0.0,13713.94,21969.61,18,911.0,0,0,0
CST_153872,Whiteman,30,F,Y,Y,0.0,350172.96,2350.0,Managers,2.0,0.0,32477.55,91521.47,62,890.0,0,0,0
CST_147351,de,48,F,N,N,0.0,110864.87,10070.0,Core staff,2.0,0.0,28776.42,22049.04,99,680.0,0,0,0
CST_160328,Lash,51,M,Y,Y,0.0,211933.38,233.0,Unknown,2.0,0.0,29071.76,35792.17,58,788.0,0,0,0
CST_127047,LaCapra,39,M,N,Y,0.0,194698.33,472.0,Laborers,2.0,0.0,10145.38,74834.15,78,756.0,0,0,0
CST_114579,Tom Miles,45,F,Y,Y,0.0,126164.89,365252.0,Unknown,2.0,0.0,25582.49,47184.85,11,892.0,0,0,0
CST_130675,Paul,36,F,N,N,1.0,174388.56,478.0,Core staff,3.0,0.0,22999.02,41896.39,39,946.0,0,0,0
CST_164979,Shalal-Esa,47,F,N,Y,1.0,213689.02,1022.0,Sales staff,3.0,0.0,49584.51,47669.58,16,943.0,0,0,0
CST_109166,Lynnley Browning,29,M,Y,Y,2.0,276915.35,6127.0,Managers,4.0,0.0,15592.2,41031.51,57,808.0,0,0,0
CST_130107,Reiji,47,F,N,N,1.0,185910.5,7458.0,Laborers,2.0,0.0,15702.34,54826.5,72,739.0,0,0,0
CST_149328,Toyer,51,M,N,Y,1.0,129065.46,4285.0,Laborers,3.0,0.0,26651.06,44604.52,77,893.0,0,0,0
CST_102419,Emily Kaiser,37,F,N,Y,0.0,183759.31,365252.0,Unknown,2.0,0.0,58419.79,37462.51,42,948.0,0,0,0
CST_140697,Nate,33,F,Y,Y,0.0,96909.13,1661.0,High skill tech staff,2.0,0.0,18651.29,24206.15,5,725.0,0,0,0
CST_136025,raden,38,M,N,Y,0.0,371388.24,809.0,Managers,2.0,0.0,74366.0,143291.56,12,805.0,0,0,0
CST_151062,Wachtel,44,F,N,N,0.0,92532.1,1828.0,Sales staff,2.0,0.0,14417.74,22944.32,52,879.0,0,0,0
CST_117793,Steven C.,27,F,Y,Y,0.0,167063.56,2140.0,Laborers,2.0,0.0,17435.33,28714.5,50,887.0,0,0,0
CST_133606,Erik,34,F,N,Y,0.0,129640.64,10037.0,Core staff,1.0,0.0,58462.17,43287.76,45,925.0,0,0,0
CST_158187,Shirouzu,54,F,Y,N,0.0,96863.5,99.0,Unknown,2.0,0.0,30704.99,29752.6,20,707.0,0,0,0
CST_138863,Nichola,30,F,Y,Y,0.0,78827.52,165.0,Core staff,2.0,0.0,7987.2,22680.78,72,724.0,0,0,0
CST_103596,Rick Rothacker,24,M,N,Y,7.0,104229.17,1072.0,Cleaning staff,9.0,0.0,22621.66,13598.57,33,858.0,0,0,0
CST_137825,Gernot,54,F,N,N,1.0,106733.28,3964.0,Medicine staff,3.0,1.0,30170.5,16588.87,57,930.0,0,0,0
CST_163488,Martina,29,F,N,N,2.0,611406.59,4235.0,Managers,4.0,0.0,22691.5,62297.1,21,851.0,0,0,0
CST_114446,Diane Bartz,47,F,N,Y,0.0,132125.53,365241.0,Unknown,2.0,0.0,7288.89,18798.7,82,717.0,0,0,0
CST_152451,Ananthalakshmi,47,F,N,Y,0.0,72301.62,365252.0,Unknown,2.0,0.0,20356.44,9474.82,79,875.0,0,0,0
CST_120021,Vladimir Soldatkin,53,F,N,Y,0.0,136331.48,367.0,Core staff,2.0,1.0,39397.94,37047.09,95,777.0,0,0,0
CST_135444,Lisa,24,M,N,Y,0.0,275200.3,3344.0,Laborers,2.0,0.0,23537.75,31816.51,43,899.0,0,0,0
CST_108541,Ryan Vlastelica,49,F,N,Y,0.0,191732.95,814.0,Unknown,1.0,0.0,38161.04,35311.18,66,904.0,0,0,0
CST_135478,Marc,37,M,N,N,1.0,106449.77,5089.0,Security staff,3.0,0.0,37225.19,38105.79,30,884.0,0,0,0
CST_159870,Lienert,54,F,N,Y,0.0,172104.49,7874.0,Medicine staff,2.0,0.0,13393.35,25608.5,53,838.0,0,0,0
CST_157151,Ewing,23,M,Y,Y,2.0,230664.09,670.0,Sales staff,4.0,1.0,32545.77,45950.78,51,676.0,0,0,0
CST_102328,Katie Reid,50,F,N,Y,0.0,122249.17,365247.0,Unknown,1.0,0.0,8718.99,18729.62,39,736.0,0,0,0
CST_154954,Shalal-Esa,49,F,N,Y,0.0,283435.11,3300.0,Managers,2.0,0.0,13650.31,47979.03,49,873.0,0,0,0
CST_104256,Rick Rothacker,54,F,N,N,0.0,191708.12,691.0,HR staff,2.0,0.0,54712.72,63875.24,55,748.0,0,0,0
CST_129043,Sinead,35,F,N,N,0.0,201041.47,5508.0,High skill tech staff,2.0,0.0,38458.86,39072.39,99,745.0,0,0,0
CST_121303,Ann Saphir,34,F,N,Y,1.0,344298.31,6167.0,Core staff,2.0,0.0,30371.44,35053.07,64,884.0,0,0,0
CST_158433,Bart,28,F,N,Y,0.0,136482.51,365251.0,Unknown,1.0,0.0,25238.5,25687.73,95,822.0,0,0,0
CST_139762,Gabriel,54,M,Y,Y,0.0,253376.65,1651.0,Cooking staff,1.0,0.0,42005.43,65021.81,12,892.0,0,0,0
CST_135531,Sumanta,23,F,N,Y,2.0,95844.28,208.0,Unknown,4.0,1.0,8314.23,38569.88,48,925.0,0,0,0
CST_139134,Lee,46,F,N,Y,0.0,141647.11,885.0,Cleaning staff,2.0,1.0,52411.78,34594.55,48,659.0,0,0,0
CST_112422,Nicola Leske,45,M,N,Y,0.0,179699.4,913.0,Unknown,2.0,1.0,15875.91,25424.26,5,661.0,0,0,0
CST_139612,Sonya,38,F,N,Y,2.0,85914.58,191.0,Sales staff,3.0,0.0,23572.89,23515.05,91,564.0,1,1,1
CST_132270,George,55,F,N,N,0.0,198117.28,1015.0,Managers,1.0,1.0,34417.32,37491.89,7,799.0,0,0,0
CST_131369,Nivedita,23,F,N,Y,0.0,221562.15,3092.0,Core staff,1.0,0.0,9884.7,41258.2,41,934.0,0,0,0
CST_118891,Sumeet Chatterjee,23,F,N,Y,0.0,79401.04,365243.0,Unknown,2.0,0.0,7098.47,9734.61,86,728.0,0,0,0
CST_138279,Yoko,33,M,N,Y,2.0,102663.93,7687.0,Core staff,4.0,0.0,25609.35,20399.36,56,679.0,0,0,0
CST_112612,Lauren Tara,33,F,N,Y,0.0,143331.83,2081.0,Realty agents,2.0,0.0,39135.21,28672.08,87,818.0,0,0,0
CST_156359,Hetzner,43,M,N,N,1.0,234604.94,4160.0,Unknown,3.0,1.0,34643.29,84628.58,8,777.0,0,0,0
CST_162623,Koyitty,32,M,N,Y,2.0,218488.06,1282.0,Laborers,4.0,1.0,28903.05,45497.6,6,868.0,0,0,0
CST_154741,Valetkevitch,52,F,N,N,0.0,271326.83,5357.0,Managers,2.0,1.0,56772.04,89605.71,74,723.0,0,0,0
CST_116962,Casey Sullivan,37,M,Y,Y,0.0,144739.45,2110.0,Security staff,2.0,1.0,31625.62,19767.06,74,690.0,0,0,1
CST_127596,Antonioli,49,M,Y,Y,0.0,269512.87,1046.0,Laborers,1.0,0.0,58879.54,96164.8,44,657.0,0,0,0
CST_165406,Brown,52,F,N,Y,0.0,166719.48,365243.0,Unknown,1.0,0.0,12205.61,57738.56,45,677.0,0,0,0
CST_143537,James,55,F,Y,Y,1.0,299314.97,142.0,Sales staff,2.0,0.0,30606.61,51485.87,77,841.0,0,0,0
CST_162603,Rudegeair,47,F,N,N,0.0,247663.22,365249.0,Unknown,2.0,0.0,13546.79,32477.75,11,879.0,0,0,0
CST_102367,Richard Hubbard,36,M,Y,Y,2.0,203574.97,852.0,Laborers,4.0,1.0,41089.54,27409.5,99,850.0,0,0,0
CST_141292,Nate,41,F,Y,Y,0.0,143615.82,2726.0,Accountants,2.0,0.0,29767.81,31136.82,15,695.0,0,0,0
CST_107922,Dmitry Zhdannikov,30,F,N,Y,0.0,118820.67,365243.0,Unknown,1.0,0.0,48505.36,29277.99,3,929.0,0,0,0
CST_136527,Mirna,48,M,Y,Y,0.0,170286.81,218.0,Laborers,2.0,0.0,23095.86,20578.96,99,601.0,1,1,1
CST_129259,Charlie,28,F,Y,N,0.0,192644.19,1042.0,Accountants,2.0,0.0,52111.7,48938.66,76,506.0,2,0,1
CST_110037,Huw Jones,30,F,Y,N,0.0,361455.52,365246.0,Unknown,2.0,0.0,50626.32,45819.37,8,836.0,0,0,0
CST_136523,Marja,32,F,Y,N,0.0,175151.3,11459.0,Core staff,2.0,1.0,32094.55,25023.3,49,821.0,0,0,0
CST_116822,Doug Palmer,34,F,,Y,0.0,60949.61,365241.0,Unknown,2.0,0.0,14185.74,22157.04,21,805.0,0,0,0
CST_116260,Joel Dimmock,41,F,Y,N,0.0,158408.42,436.0,Sales staff,2.0,0.0,23799.2,36494.22,44,899.0,0,0,0
CST_133525,Sonya,55,M,Y,Y,0.0,176842.04,,Unknown,2.0,0.0,18066.32,30012.3,35,847.0,0,0,0
CST_102063,Jessica Toonkel,29,F,N,Y,0.0,76020.98,365241.0,Unknown,1.0,0.0,8134.94,25561.97,97,760.0,0,0,0
CST_156205,Malone,23,F,N,N,0.0,146340.1,1169.0,Security staff,2.0,0.0,28222.14,17981.88,65,939.0,0,0,0
CST_147165,Seetharaman,32,F,Y,N,0.0,348338.36,768.0,Sales staff,2.0,0.0,73503.08,68903.87,75,572.0,1,1,1
CST_160144,Lague,34,M,Y,N,1.0,496773.68,2727.0,Managers,3.0,0.0,52897.95,95103.99,66,913.0,0,0,0
CST_160073,Rocha,46,F,N,Y,0.0,121948.58,7243.0,Medicine staff,2.0,0.0,12273.96,23979.5,53,764.0,0,0,0
CST_144669,ernard,52,XNA,N,Y,2.0,203596.95,2806.0,Low-skill Laborers,4.0,0.0,14700.2,65487.34,40,669.0,0,0,0
CST_124215,Luke Jeffs,24,F,N,Y,0.0,116212.25,1003.0,Private service staff,1.0,0.0,10619.41,16649.09,20,912.0,0,0,0
CST_110764,Steve Slater,52,M,Y,Y,0.0,167665.11,733.0,Laborers,1.0,1.0,31464.22,27960.4,48,684.0,0,0,0
CST_121918,Lynch,47,F,N,N,2.0,165723.59,1564.0,Core staff,4.0,0.0,22915.66,45896.4,91,885.0,0,0,0
CST_157708,Tara,55,F,N,Y,0.0,85324.14,365246.0,Unknown,2.0,0.0,42132.86,15620.47,10,712.0,0,0,0
CST_112559,Lisa Baertlein,53,M,N,N,0.0,186198.29,296.0,Security staff,2.0,1.0,15541.55,30111.46,71,555.0,1,1,1
CST_161180,Szabo,30,F,N,Y,0.0,116908.32,365247.0,Unknown,1.0,0.0,26823.7,25725.81,52,882.0,0,0,0
CST_161866,Leong,37,F,N,Y,0.0,190544.76,5252.0,Managers,2.0,0.0,57270.43,27610.77,32,884.0,0,0,0
CST_152991,Busvine,44,F,,Y,1.0,197790.82,230.0,Waiters/barmen staff,3.0,0.0,32266.58,41362.03,73,851.0,0,0,0
CST_160769,Brown,24,F,N,Y,0.0,262002.66,3219.0,Core staff,1.0,0.0,8451.99,62801.39,91,521.0,0,0,1
CST_129569,Olivia,27,M,Y,Y,0.0,415042.96,1449.0,High skill tech staff,2.0,0.0,47538.04,51048.55,62,720.0,0,0,0
CST_100236,Patrick Lannin,36,M,Y,Y,0.0,134511.0,1900.0,Laborers,2.0,1.0,22734.81,39467.42,12,695.0,0,0,0
CST_100468,Mitch Lipka,42,F,Y,N,0.0,134164.69,365251.0,Unknown,2.0,0.0,27731.83,48066.88,94,920.0,0,0,0
CST_101731,er Ingrid,37,M,Y,Y,1.0,255222.18,7203.0,Drivers,3.0,0.0,30305.66,72431.05,89,884.0,0,0,0
CST_125441,ernie Woodall,31,F,N,N,0.0,78240.87,365240.0,Unknown,1.0,0.0,9321.79,19972.16,23,667.0,0,0,0
CST_141337,Laura,31,F,N,Y,0.0,82922.47,365250.0,Unknown,1.0,0.0,17847.0,29466.61,53,780.0,0,0,0
CST_165677,Ferraro,40,F,N,Y,0.0,66963.07,365242.0,Unknown,1.0,0.0,9003.88,10351.06,29,865.0,0,0,0
CST_108596,Todd Melby,25,F,N,Y,1.0,193768.89,1465.0,Accountants,3.0,0.0,39119.12,65355.21,65,882.0,0,0,0
CST_149602,Driver,48,F,N,N,0.0,379812.37,4861.0,Managers,2.0,0.0,78193.98,59328.17,2,689.0,0,0,0
CST_102183,Laurence Frost,36,F,Y,N,0.0,150973.6,2820.0,Unknown,2.0,1.0,17871.36,52121.54,96,680.0,0,0,0
CST_112607,Aileen Wang,41,F,N,Y,1.0,109035.22,634.0,Unknown,2.0,0.0,14939.73,33679.56,97,527.0,1,0,1
CST_160937,Schnurr,47,F,N,Y,0.0,77373.43,365248.0,Unknown,2.0,0.0,17569.49,13832.06,83,846.0,0,0,0
CST_115265,Patrick Temple-West,44,F,N,N,0.0,109741.3,365246.0,Unknown,2.0,0.0,18290.89,34351.03,40,752.0,0,0,0
CST_139016,Tim,25,M,Y,Y,0.0,174075.52,226.0,Laborers,2.0,0.0,25538.66,39284.53,76,671.0,0,0,1
CST_101262,Jasmin Melvin,37,F,N,Y,0.0,84336.04,,Unknown,2.0,0.0,13269.22,16889.05,85,655.0,0,0,0
CST_144176,Terry,51,F,N,Y,0.0,218528.95,5220.0,Laborers,2.0,1.0,17127.69,85039.69,25,787.0,0,0,0
CST_152013,Oreskovic,29,F,N,Y,0.0,150442.85,365249.0,Unknown,1.0,0.0,12712.93,19925.2,73,688.0,0,0,0
CST_149409,Woodall,50,M,N,N,0.0,168974.52,937.0,Laborers,1.0,0.0,43910.18,30803.1,6,660.0,0,0,0
CST_152732,Leff,40,F,Y,Y,1.0,210944.06,1469.0,Managers,2.0,0.0,32177.6,53654.27,81,682.0,0,0,0
CST_156210,Klayman,53,M,Y,Y,2.0,204758.84,1571.0,Laborers,4.0,0.0,10779.9,32979.17,43,662.0,0,0,0
CST_148914,Crawley,39,M,Y,N,0.0,281749.46,2172.0,Sales staff,2.0,0.0,40922.69,52934.74,95,650.0,0,0,1
CST_159626,Ridley,49,F,Y,N,0.0,50551.15,365247.0,Unknown,2.0,0.0,9685.1,11813.29,1,938.0,0,0,0
CST_163196,Hutchison,32,M,Y,Y,0.0,240984.41,2844.0,Unknown,2.0,1.0,47250.06,57347.89,14,935.0,0,0,0
CST_158465,Soldatkin,28,M,N,N,0.0,124625.24,927.0,Laborers,1.0,0.0,22222.22,28027.32,21,902.0,0,0,0
CST_133078,Jeanine,29,M,Y,N,1.0,158747.75,2026.0,Managers,3.0,0.0,28478.07,48920.99,49,728.0,0,0,0
CST_127823,Linh Ho,50,F,Y,N,0.0,421485.46,1656.0,Sales staff,1.0,0.0,30216.97,61805.77,78,647.0,1,1,1
CST_116855,Pete Sweeney,40,F,N,Y,0.0,77413.06,365240.0,Unknown,2.0,0.0,33135.66,27525.05,57,872.0,0,0,0
CST_116194,Kaori Kaneko,27,F,N,N,0.0,84015.58,4792.0,Managers,2.0,0.0,26065.93,9703.82,83,930.0,0,0,0
CST_120887,Br,23,F,Y,Y,3.0,193967.1,481.0,Cleaning staff,5.0,0.0,46332.83,34599.35,83,894.0,0,0,0
CST_144815,Ros,54,F,N,Y,0.0,99631.72,365249.0,Unknown,2.0,0.0,18357.38,14393.38,63,766.0,0,0,0
CST_148483,Wohl,55,M,Y,N,3.0,318658.39,5767.0,Laborers,5.0,1.0,30747.64,97211.04,75,599.0,1,1,1
CST_120628,"ini ""John",53,F,N,N,0.0,40882.4,365248.0,Unknown,2.0,0.0,9098.42,5582.86,92,938.0,0,0,0
CST_134092,Grant,31,F,N,Y,0.0,168679.07,4961.0,Unknown,1.0,0.0,14965.05,27515.49,97,726.0,0,0,0
CST_118857,Yann Le,25,M,Y,Y,0.0,190940.06,741.0,Laborers,2.0,0.0,44121.72,32789.57,33,766.0,0,0,0
CST_138471,Jessica,52,F,N,N,1.0,226194.5,822.0,Sales staff,3.0,0.0,75014.67,63226.5,26,752.0,0,0,0
CST_129777,Sarah,27,M,N,N,0.0,233309.96,922.0,High skill tech staff,1.0,0.0,36100.6,25179.81,59,934.0,0,0,0
CST_111648,Rachel Armstrong,43,F,N,Y,0.0,166075.08,1479.0,Core staff,2.0,0.0,34724.78,38386.84,56,663.0,0,0,0
CST_106290,Grant McCool,29,M,N,N,0.0,163203.04,1924.0,Laborers,1.0,0.0,46824.66,39577.2,46,762.0,0,0,0
CST_147861,Kelly,27,M,Y,N,3.0,417215.19,1419.0,Laborers,5.0,0.0,21657.14,91325.92,88,545.0,2,0,1
CST_104785,Maria Kiselyova,52,F,N,Y,0.0,116690.91,1734.0,Medicine staff,2.0,0.0,54185.05,25533.05,90,861.0,0,0,0
CST_162629,Sheppard,32,M,Y,N,1.0,338602.17,1492.0,Laborers,3.0,0.0,35900.56,51243.91,40,714.0,0,0,0
CST_113412,Herbert Lash,28,F,Y,N,0.0,99375.05,1599.0,HR staff,2.0,1.0,31408.78,20078.04,36,851.0,0,0,0
CST_104217,"""John ODonnell""",39,F,Y,N,3.0,223157.24,1259.0,Laborers,5.0,0.0,23969.39,34941.1,50,761.0,0,0,0
CST_152153,Oran,37,F,Y,Y,0.0,85238.88,365248.0,Unknown,2.0,0.0,10300.55,20320.0,97,822.0,0,0,0
CST_130559,ernie,47,F,N,Y,2.0,199889.58,5999.0,Unknown,4.0,0.0,20242.92,72411.28,62,745.0,0,0,0
CST_146838,Michael,30,F,N,Y,0.0,197323.8,3658.0,Laborers,2.0,0.0,26705.52,39531.17,18,935.0,0,0,0
CST_100973,Jonathan Stempel,28,F,N,Y,0.0,228400.54,2649.0,Security staff,2.0,1.0,35940.09,55580.48,69,942.0,0,0,0
CST_117729,Jessica Toonkel,29,M,N,N,1.0,106667.93,1591.0,Sales staff,3.0,1.0,17138.88,19297.51,42,900.0,0,0,0
CST_141109,Sue,48,F,N,N,0.0,190089.28,420.0,Core staff,1.0,0.0,22477.55,62098.47,47,669.0,0,0,0
CST_149807,Kim,37,M,Y,N,0.0,84878.5,1433.0,Unknown,1.0,1.0,11093.46,17242.25,35,772.0,0,0,0
CST_144985,Blaise,47,F,Y,Y,0.0,260294.18,495.0,Core staff,2.0,0.0,27226.76,43890.63,81,769.0,0,0,0
CST_141868,Douwe,40,F,N,Y,1.0,162932.21,6983.0,Medicine staff,2.0,0.0,20607.76,18627.01,43,930.0,0,0,0
CST_162728,Brown,25,M,N,N,1.0,165986.16,4996.0,Unknown,3.0,0.0,26551.69,38840.41,0,868.0,0,0,0
CST_144372,Jennifer,39,F,N,Y,0.0,142052.37,4239.0,Unknown,2.0,1.0,37245.01,53545.83,36,822.0,0,0,0
CST_145816,Andreas,35,F,N,N,0.0,77752.63,116.0,Core staff,1.0,0.0,14307.38,10314.09,81,682.0,0,0,0
CST_147807,Strupczewski,27,M,Y,Y,0.0,101938.41,1395.0,Laborers,2.0,0.0,21734.88,21548.66,90,936.0,0,0,0
CST_120397,Swaha Pattanaik,39,F,Y,Y,0.0,125587.4,146.0,Medicine staff,2.0,0.0,24492.93,25731.57,43,910.0,0,0,0
CST_127825,Alex,55,F,N,Y,0.0,68116.38,3198.0,Laborers,2.0,0.0,10435.37,13470.28,29,775.0,0,0,0
CST_119876,Soyoung Kim,51,F,N,N,0.0,97163.67,365246.0,Unknown,1.0,0.0,11775.84,26319.82,54,698.0,0,0,0
CST_157865,Lange,43,F,N,Y,0.0,169065.17,757.0,Sales staff,1.0,0.0,15796.19,23822.36,9,827.0,0,0,0
CST_121255,Judy Hua,50,M,N,Y,0.0,173452.41,1065.0,Laborers,1.0,1.0,16933.33,28892.44,3,876.0,0,0,0
CST_100365,Alex ra,28,F,N,Y,0.0,278218.68,365241.0,Unknown,2.0,0.0,21071.25,62168.49,74,806.0,0,0,0
CST_165232,Cavale,29,M,Y,Y,0.0,171316.7,4694.0,Laborers,2.0,0.0,29774.61,33246.91,50,701.0,0,0,0
CST_110362,John McCrank,23,F,N,Y,1.0,74623.32,1167.0,Sales staff,2.0,0.0,6901.3,12535.67,86,917.0,0,0,0
CST_161010,Cole,23,M,N,Y,0.0,254951.92,4807.0,Unknown,2.0,0.0,27379.93,60338.01,79,655.0,0,0,0
CST_118584,Neha Dasgupta,27,F,N,N,1.0,48398.25,1696.0,Laborers,3.0,0.0,7278.29,8449.0,98,734.0,0,0,0
CST_130754,rian,47,M,Y,N,2.0,252869.59,1640.0,Core staff,4.0,0.0,26257.81,81840.78,86,856.0,0,0,0
CST_133208,Liana,31,M,N,N,0.0,71841.33,670.0,Drivers,2.0,0.0,10665.23,28806.57,48,918.0,0,0,0
CST_138305,Lisa,23,M,Y,Y,0.0,238015.08,830.0,Laborers,2.0,0.0,10780.07,51672.6,30,710.0,0,0,0
CST_101376,Dmitry Zhdannikov,32,F,N,N,0.0,167202.86,4892.0,Security staff,1.0,0.0,19730.21,26504.29,86,873.0,0,0,0
CST_143761,Alwyn,53,F,N,N,0.0,71101.9,2558.0,Core staff,2.0,0.0,21727.69,22354.69,96,928.0,0,0,0
CST_122496,Farah Master,28,M,Y,Y,0.0,78626.97,365242.0,Unknown,1.0,0.0,12608.25,13497.82,73,805.0,0,0,0
CST_146056,Aruna,50,M,N,Y,0.0,106598.79,1080.0,Drivers,2.0,0.0,8325.08,28565.33,85,855.0,0,0,0
CST_136459,ini,47,F,N,Y,0.0,289523.44,2546.0,Unknown,1.0,0.0,48471.52,61133.56,62,743.0,0,0,0
CST_163787,Vellacott,26,M,Y,Y,0.0,240064.01,5574.0,Laborers,1.0,0.0,56263.3,61140.76,82,651.0,0,0,1
CST_142270,Deepa,47,F,Y,Y,0.0,146104.86,365246.0,Unknown,2.0,0.0,25917.44,17935.38,46,705.0,0,0,0
CST_140063,Luke,43,F,Y,Y,0.0,202253.21,1601.0,Medicine staff,2.0,1.0,41679.19,37792.07,60,756.0,0,0,0
CST_149301,Ingram,29,F,N,Y,0.0,104960.31,365240.0,Unknown,1.0,0.0,9947.13,25160.88,7,829.0,0,0,0
CST_154651,Scheyder,38,F,N,Y,0.0,256247.84,467.0,Laborers,2.0,0.0,15927.46,58652.79,96,825.0,0,0,0
